date,AGG,ANGL,BND,BNDX,BWX,CMF,CORP,CWB,EMB,FALN,HYG,HYLB,IAGG,ICVT,IGLB,IGOV,JNK,MBB,MUB,PFF,PFFD,RSP,SCHH,SCHQ,SCHZ,SCYB,SPAB,SPBO,SPHY,SPLB,SPMB,SPTL,SPY,TFI,TLT,USHY,USIG,USRT,VCLT,VGLT,VMBS,VTC,VTEB,VTEC,VWOB
2025-08-27,99.47,29.41,73.8,49.27,22.92,55.83,97.68,86.08,93.71,27.35,80.97,37.03,51.03,93.79,50.3,42.18,97.67,94.24,104.44,31.63,19.46,188.85,21.56,31.44,23.28,26.61,25.64,29.32,23.87,22.57,22.21,26.23,646.63,44.73,86.65,37.68,51.7,58.34,75.82,55.36,46.61,77.59,49.0,97.62,65.99
2025-08-28,99.59,29.4,73.89,49.31,23.0,55.81,97.79,86.39,94.26,27.37,81.01,37.03,51.09,94.52,50.46,42.43,97.68,94.35,104.54,31.62,19.46,188.76,21.5,31.64,23.32,26.65,25.68,29.35,23.87,22.63,22.25,26.38,648.92,44.71,87.22,37.67,51.76,58.17,76.02,55.68,46.67,77.67,49.02,97.6,66.34
2025-08-29,99.46,29.38,73.8,49.31,23.0,55.81,97.59,86.28,94.12,27.32,80.86,37.0,51.05,94.45,50.13,42.41,97.51,94.35,104.46,31.46,19.35,188.62,21.61,31.47,23.29,26.57,25.66,29.27,23.84,22.47,22.23,26.22,645.05,44.7,86.6,37.63,51.65,58.54,75.51,55.39,46.62,77.49,49.01,97.63,66.24
2025-09-02,98.87,29.19,73.4,49.0,22.76,55.58,96.99,86.05,93.36,27.15,80.39,36.74,50.92,94.28,49.68,42.01,96.84,93.65,103.97,31.31,19.28,187.13,21.27,31.14,23.16,26.41,25.51,29.08,23.66,22.26,22.1,25.96,640.27,44.51,85.63,37.36,51.31,57.61,74.8,54.81,46.37,76.99,48.8,97.23,65.7
2025-09-03,99.23,29.28,73.64,49.14,22.82,55.78,97.41,85.82,93.76,27.24,80.61,36.82,51.03,94.13,50.14,42.1,97.14,93.95,104.23,31.38,19.28,186.84,21.28,31.44,23.24,26.48,25.59,29.23,23.73,22.5,22.15,26.21,643.74,44.63,86.57,37.45,51.53,57.8,75.56,55.33,46.47,77.37,48.94,97.52,65.98
2025-09-04,99.63,29.37,73.92,49.25,22.86,55.9,97.88,86.06,94.13,27.33,80.83,36.93,51.14,94.32,50.59,42.09,97.41,94.43,104.55,31.5,19.36,188.22,21.4,31.64,23.31,26.57,25.69,29.38,23.79,22.7,22.25,26.4,649.12,44.8,87.23,37.55,51.78,58.29,76.25,55.69,46.67,77.77,49.06,97.75,66.24
2025-09-05,100.1,29.46,74.27,49.4,23.06,56.22,98.36,86.56,94.76,27.4,80.87,36.96,51.25,95.03,51.12,42.62,97.51,94.89,105.25,31.72,19.5,188.44,21.64,32.09,23.43,26.58,25.82,29.53,23.81,22.94,22.35,26.76,647.24,45.02,88.56,37.59,52.04,58.84,77.05,56.45,46.88,78.16,49.35,98.36,66.65
2025-09-08,100.44,29.49,74.51,49.44,23.11,56.54,98.69,86.78,94.75,27.45,80.87,36.97,51.3,95.41,51.49,42.77,97.52,95.31,105.83,31.87,19.6,188.29,21.5,32.44,23.51,26.57,25.91,29.62,23.82,23.11,22.48,27.05,648.83,45.26,89.74,37.6,52.2,58.61,77.61,57.08,47.08,78.4,49.65,98.94,66.65
2025-09-09,100.24,29.45,74.37,49.42,23.06,56.53,98.45,87.49,94.66,27.41,80.78,36.93,51.27,96.06,51.38,42.61,97.4,95.1,105.67,31.8,19.58,187.71,21.47,32.28,23.47,26.55,25.85,29.58,23.8,23.06,22.41,26.92,650.33,45.22,89.23,37.56,52.13,58.51,77.46,56.82,46.94,78.29,49.63,98.84,66.6
2025-09-10,100.44,29.5,74.5,49.48,23.06,56.75,98.81,87.62,95.18,27.47,80.84,36.94,51.31,96.3,51.6,42.65,97.49,95.29,106.09,31.87,19.61,187.52,21.46,32.44,23.52,26.57,25.9,29.65,23.81,23.16,22.45,27.07,652.21,45.35,89.74,37.59,52.25,58.41,77.8,57.11,47.06,78.47,49.82,99.27,66.94
2025-09-11,100.63,29.55,74.66,49.51,23.14,56.91,99.03,88.39,95.53,27.57,81.04,37.03,51.34,97.37,51.99,42.83,97.77,95.46,106.48,32.05,19.74,190.33,21.78,32.63,23.55,26.64,25.97,29.77,23.87,23.34,22.5,27.2,657.63,45.48,90.34,37.7,52.4,59.37,78.39,57.41,47.16,78.75,50.02,99.56,67.16
2025-09-12,100.54,29.56,74.57,49.41,23.06,56.9,98.89,88.43,95.25,27.57,80.96,37.0,51.26,97.28,51.84,42.66,97.69,95.42,106.43,31.98,19.68,188.96,21.7,32.48,23.52,26.62,25.93,29.72,23.87,23.28,22.52,27.1,657.41,45.52,89.95,37.69,52.35,59.16,78.16,57.18,47.14,78.65,49.99,99.47,67.0
2025-09-15,100.71,29.68,74.71,49.46,23.16,57.01,99.18,89.06,95.59,27.71,81.19,37.1,51.32,98.02,52.08,42.86,97.99,95.73,106.63,32.1,19.78,188.63,21.63,32.57,23.58,26.7,25.97,29.79,23.93,23.38,22.57,27.17,660.91,45.67,90.16,37.78,52.47,59.01,78.51,57.33,47.27,78.81,50.12,99.83,67.16
2025-09-16,100.75,29.67,74.72,49.47,23.27,57.09,99.13,89.09,95.53,27.67,81.13,37.08,51.3,98.01,52.01,43.09,97.92,95.69,106.68,32.11,19.78,188.13,21.55,32.63,23.58,26.67,25.99,29.78,23.92,23.35,22.57,27.21,660.0,45.74,90.35,37.75,52.45,58.24,78.42,57.41,47.22,78.78,50.13,99.97,67.1
2025-09-17,100.57,29.64,74.59,49.46,23.22,57.09,98.98,89.23,95.48,27.64,81.05,37.05,51.35,98.4,51.89,43.02,97.8,95.44,106.66,32.1,19.79,188.31,21.5,32.54,23.55,26.65,25.95,29.73,23.89,23.3,22.51,27.15,659.18,45.71,90.12,37.71,52.37,58.03,78.25,57.28,47.13,78.68,50.17,99.98,67.09
2025-09-18,100.29,29.69,74.4,49.39,23.08,57.13,98.84,90.1,95.08,27.71,81.23,37.13,51.29,99.28,51.68,42.68,98.02,95.03,106.58,32.1,19.8,189.54,21.52,32.25,23.48,26.72,25.88,29.68,23.94,23.19,22.43,26.91,662.26,45.7,89.19,37.78,52.3,58.26,77.89,56.77,46.96,78.51,50.19,99.92,66.78
2025-09-19,100.29,29.71,74.43,49.39,23.04,57.08,98.78,90.41,94.98,27.73,81.26,37.14,51.28,99.62,51.6,42.55,98.09,95.19,106.47,32.13,19.79,189.21,21.39,32.22,23.47,26.72,25.87,29.68,23.96,23.16,22.46,26.87,663.7,45.69,89.02,37.79,52.3,57.86,77.8,56.68,47.04,78.54,50.15,99.92,66.73
2025-09-22,100.17,29.73,74.29,49.39,23.09,57.06,98.64,90.77,95.19,27.75,81.32,37.16,51.26,100.17,51.42,42.65,98.19,95.0,106.48,32.08,19.8,188.48,21.44,32.11,23.45,26.73,25.83,29.62,23.97,23.08,22.39,26.78,666.84,45.68,88.7,37.85,52.18,58.04,77.5,56.5,46.92,78.36,50.13,99.92,66.88
2025-09-23,100.33,29.72,74.44,49.38,23.11,57.02,98.74,90.34,95.56,27.76,81.26,37.14,51.28,99.55,51.6,42.72,98.13,95.31,106.43,32.04,19.73,188.71,21.6,32.32,23.49,26.75,25.88,29.66,23.96,23.14,22.44,26.94,663.21,45.62,89.32,37.8,52.26,58.44,77.75,56.87,47.05,78.49,50.11,99.85,67.2
2025-09-24,100.14,29.67,74.29,49.38,22.93,56.98,98.46,90.01,95.5,27.7,81.15,37.09,51.21,99.38,51.33,42.42,97.98,95.12,106.35,31.88,19.65,188.27,21.27,32.2,23.44,26.71,25.83,29.58,23.94,23.02,22.41,26.85,661.1,45.57,88.98,37.78,52.12,57.88,77.34,56.67,46.97,78.25,50.04,99.65,67.19
2025-09-25,100.0,29.59,74.21,49.35,22.79,56.91,98.3,89.61,95.26,27.63,80.92,36.99,51.17,98.84,51.24,42.15,97.67,94.97,106.25,31.71,19.53,186.72,21.19,32.17,23.41,26.63,25.81,29.54,23.88,22.99,22.4,26.83,658.05,45.54,88.98,37.66,52.04,57.68,77.21,56.63,46.93,78.11,50.01,99.54,67.03
2025-09-26,100.07,29.63,74.21,49.39,22.85,56.86,98.37,89.55,95.23,27.69,81.08,37.05,51.22,98.77,51.33,42.34,97.85,94.99,106.26,31.79,19.56,188.57,21.4,32.14,23.42,26.66,25.81,29.57,23.92,23.03,22.4,26.81,661.82,45.52,88.9,37.73,52.09,58.26,77.34,56.56,46.9,78.22,49.98,99.52,66.93
2025-09-29,100.26,29.7,74.4,49.45,22.96,56.94,98.66,90.47,95.39,27.75,81.22,37.12,51.29,99.95,51.62,42.56,98.06,95.19,106.42,31.79,19.56,189.2,21.43,32.38,23.48,26.73,25.87,29.63,23.95,23.16,22.45,27.0,663.68,45.57,89.63,37.8,52.22,58.27,77.82,56.98,47.01,78.42,50.05,99.69,67.03
2025-09-30,100.25,29.73,74.37,49.46,23.0,57.04,98.62,90.5,95.19,27.78,81.19,37.11,51.23,100.05,51.54,42.6,97.99,95.15,106.49,31.62,19.43,189.7,21.57,32.31,23.47,26.73,25.85,29.63,23.94,23.12,22.44,26.95,666.18,45.57,89.37,37.78,52.22,58.72,77.65,56.86,46.96,78.38,50.07,99.77,66.9
2025-10-01,100.18,29.63,74.32,49.38,22.99,56.96,98.55,91.32,95.12,27.7,80.96,36.99,51.27,100.82,51.51,42.64,97.64,95.12,106.39,31.73,19.55,190.13,21.57,32.25,23.45,26.61,25.84,29.6,23.84,23.11,22.43,26.92,668.45,45.48,89.29,37.65,52.16,58.82,77.63,56.79,46.96,78.34,49.99,99.56,66.8
2025-10-02,100.29,29.65,74.4,49.41,22.97,56.97,98.71,91.99,95.17,27.69,80.93,36.97,51.32,101.65,51.65,42.61,97.59,95.24,106.36,31.73,19.51,190.58,21.46,32.34,23.48,26.59,25.86,29.63,23.83,23.17,22.45,27.0,669.22,45.49,89.55,37.61,52.22,58.51,77.85,56.95,47.03,78.46,49.99,99.5,66.84
2025-10-03,100.18,29.64,74.31,49.41,22.96,57.01,98.54,92.12,95.21,27.69,80.84,36.93,51.35,101.79,51.59,42.59,97.47,95.09,106.38,31.76,19.51,191.25,21.55,32.26,23.45,26.56,25.84,29.61,23.81,23.14,22.42,26.92,669.21,45.51,89.38,37.59,52.16,58.78,77.77,56.82,46.97,78.34,49.98,99.59,66.9
2025-10-06,99.96,29.6,74.14,49.3,22.8,57.02,98.31,92.77,95.09,27.67,80.86,36.94,51.28,102.38,51.32,42.38,97.49,94.9,106.46,31.79,19.53,191.19,21.34,32.05,23.4,26.56,25.78,29.53,23.82,23.02,22.39,26.76,671.61,45.5,88.67,37.59,52.04,58.34,77.34,56.44,46.87,78.16,50.02,99.5,66.85
2025-10-07,100.13,29.59,74.28,49.34,22.7,57.04,98.51,91.96,95.05,27.64,80.77,36.92,51.29,101.78,51.44,42.2,97.38,95.1,106.54,31.75,19.55,190.35,21.29,32.23,23.44,26.57,25.83,29.58,23.8,23.08,22.41,26.9,669.12,45.53,89.18,37.55,52.11,58.09,77.51,56.74,46.95,78.26,50.07,99.59,66.79
2025-10-08,100.14,29.5,74.28,49.47,22.69,57.03,98.44,92.73,95.1,27.58,80.65,36.86,51.38,102.27,51.41,42.18,97.24,95.13,106.57,31.7,19.54,190.97,21.19,32.24,23.44,26.52,25.83,29.56,23.76,23.06,22.43,26.91,673.11,45.53,89.25,37.5,52.08,57.82,77.47,56.78,46.97,78.23,50.1,99.61,66.84
2025-10-09,100.02,29.44,74.23,49.4,22.58,57.06,98.33,92.61,95.05,27.5,80.42,36.75,51.35,102.25,51.27,41.97,96.94,94.92,106.56,31.46,19.4,189.39,21.09,32.21,23.42,26.45,25.81,29.51,23.68,23.0,22.4,26.91,671.16,45.55,89.18,37.39,52.01,57.43,77.26,56.73,46.85,78.1,50.1,99.57,66.82
2025-10-10,100.43,29.23,74.52,49.61,22.73,57.2,98.56,90.9,94.63,27.32,79.95,36.54,51.5,100.38,51.52,42.26,96.34,95.28,106.85,31.13,19.16,185.12,20.85,32.68,23.51,26.27,25.92,29.57,23.54,23.11,22.51,27.28,653.02,45.66,90.62,37.19,52.11,56.64,77.59,57.53,47.04,78.28,50.22,99.83,66.6
2025-10-13,100.62,29.39,74.64,49.66,22.71,57.36,98.8,92.9,95.28,27.46,80.45,36.76,51.53,102.41,51.74,42.18,96.92,95.46,107.01,31.35,19.28,186.92,20.96,32.66,23.54,26.45,25.95,29.63,23.69,23.22,22.56,27.26,663.04,45.77,90.57,37.4,52.28,57.12,77.93,57.5,47.1,78.5,50.31,100.01,66.97
2025-10-14,100.78,29.41,74.75,49.71,22.78,57.23,98.98,92.91,95.24,27.5,80.54,36.79,51.6,102.78,51.96,42.37,96.98,95.54,106.95,31.4,19.3,188.47,21.17,32.76,23.57,26.47,25.98,29.72,23.7,23.31,22.54,27.34,662.23,45.7,90.86,37.44,52.39,57.67,78.3,57.7,47.18,78.66,50.27,99.93,67.01
2025-10-15,100.74,29.5,74.7,49.77,22.86,57.34,99.11,93.42,95.57,27.59,80.8,36.91,51.65,103.43,51.96,42.59,97.34,95.53,107.1,31.52,19.44,188.85,21.5,32.69,23.58,26.58,25.98,29.74,23.79,23.3,22.55,27.28,665.17,45.73,90.66,37.55,52.4,58.52,78.31,57.57,47.16,78.7,50.35,100.04,67.14
2025-10-16,101.1,29.4,74.98,49.88,23.03,57.49,99.29,92.44,95.71,27.47,80.51,36.8,51.78,102.27,52.12,42.79,97.04,95.89,107.42,31.33,19.31,187.06,21.42,32.92,23.66,26.49,26.07,29.81,23.73,23.38,22.63,27.48,660.64,45.85,91.34,37.45,52.52,58.27,78.56,57.99,47.31,78.85,50.48,100.24,67.27
2025-10-17,100.96,29.46,74.88,49.8,22.97,57.5,99.19,92.06,95.74,27.51,80.72,36.87,51.69,101.81,52.07,42.63,97.24,95.88,107.42,31.41,19.27,188.01,21.58,32.86,23.63,26.55,26.04,29.78,23.78,23.36,22.62,27.43,664.39,45.82,91.2,37.54,52.45,58.79,78.48,57.86,47.28,78.82,50.5,100.38,67.25
2025-10-20,101.13,29.54,74.98,49.84,23.0,57.55,99.37,92.8,96.16,27.57,80.88,36.94,51.7,102.59,52.29,42.62,97.45,95.96,107.51,31.66,19.43,189.89,21.78,32.98,23.66,26.59,26.07,29.84,23.81,23.46,22.65,27.53,671.3,45.91,91.55,37.6,52.58,59.27,78.78,58.08,47.34,78.97,50.54,100.46,67.49
2025-10-21,101.23,29.5,75.07,49.88,22.9,57.61,99.4,92.07,96.28,27.57,80.76,36.93,51.76,101.9,52.35,42.53,97.37,96.12,107.58,31.63,19.44,190.76,21.67,33.15,23.69,26.55,26.1,29.86,23.8,23.49,22.68,27.65,671.29,45.91,92.0,37.58,52.6,59.02,78.88,58.34,47.43,79.0,50.56,100.54,67.66
2025-10-22,101.22,29.49,75.07,49.91,22.91,57.6,99.52,90.84,96.08,27.55,80.68,36.88,51.8,100.4,52.42,42.62,97.27,96.05,107.6,31.46,19.4,189.84,21.76,33.17,23.7,26.53,26.12,29.87,23.76,23.52,22.67,27.67,667.8,45.92,92.06,37.53,52.61,59.32,78.98,58.38,47.42,79.02,50.59,100.52,67.57
2025-10-23,101.04,29.53,74.92,49.85,22.85,57.6,99.38,91.65,96.01,27.57,80.86,36.94,51.75,101.23,52.32,42.51,97.45,95.85,107.53,31.51,19.39,190.74,21.73,32.95,23.65,26.58,26.06,29.84,23.8,23.47,22.62,27.5,671.76,45.9,91.43,37.6,52.55,59.23,78.83,58.03,47.25,78.95,50.54,100.49,67.45
2025-10-24,101.14,29.63,75.02,49.78,22.83,57.62,99.49,92.83,96.29,27.69,81.08,37.06,51.71,102.73,52.4,42.51,97.74,96.04,107.6,31.64,19.47,191.26,21.78,32.95,23.67,26.63,26.08,29.89,23.87,23.51,22.65,27.51,677.25,45.85,91.47,37.7,52.63,59.42,78.95,58.04,47.36,79.08,50.57,100.61,67.67
2025-10-27,101.21,29.73,75.06,49.87,22.9,57.62,99.61,93.41,97.03,27.76,81.28,37.14,51.79,103.51,52.57,42.6,98.02,96.13,107.61,31.73,19.52,192.11,21.86,33.05,23.68,26.71,26.11,29.92,23.93,23.59,22.67,27.6,685.24,45.92,91.78,37.8,52.69,59.67,79.21,58.22,47.4,79.15,50.58,100.62,68.22
2025-10-28,101.27,29.7,75.1,49.9,22.94,57.56,99.58,93.18,97.03,27.73,81.2,37.1,51.78,103.19,52.58,42.66,97.91,96.23,107.55,31.66,19.45,190.46,21.42,33.13,23.69,26.7,26.11,29.93,23.92,23.58,22.71,27.66,687.06,45.91,92.02,37.76,52.69,58.42,79.22,58.34,47.44,79.16,50.56,100.62,68.22
2025-10-29,100.79,29.61,74.73,49.76,22.7,57.55,99.16,93.64,96.6,27.64,80.95,36.99,51.69,103.73,52.2,42.45,97.62,95.59,107.4,31.52,19.38,188.33,20.93,32.81,23.59,26.61,26.0,29.79,23.84,23.41,22.57,27.39,687.39,45.85,91.09,37.65,52.46,57.12,78.64,57.8,47.12,78.78,50.52,100.71,67.95
2025-10-30,100.6,29.56,74.6,49.79,22.73,57.51,98.82,92.52,96.49,27.58,80.8,36.92,51.73,102.68,51.79,42.32,97.39,95.5,107.36,31.31,19.22,187.52,21.02,32.67,23.54,26.57,25.95,29.67,23.8,23.21,22.55,27.27,679.83,45.83,90.56,37.58,52.29,57.47,77.97,57.53,47.08,78.52,50.5,100.58,67.86
2025-10-31,100.54,29.53,74.58,49.85,22.73,57.54,98.59,93.16,96.67,27.54,80.8,36.93,51.77,103.3,51.43,42.17,97.39,95.55,107.48,31.21,19.19,187.93,21.09,32.6,23.53,26.51,25.94,29.57,23.8,23.05,22.55,27.2,682.06,45.9,90.29,37.58,52.16,57.64,77.42,57.39,47.16,78.29,50.52,100.56,68.0
2025-11-03,100.09,29.27,74.25,49.7,22.58,57.37,98.04,93.29,95.97,27.34,80.14,36.62,51.71,103.63,50.97,42.05,96.58,95.11,107.06,31.02,19.09,187.47,21.05,32.4,23.42,26.32,25.81,29.38,23.59,22.81,22.46,27.05,683.34,45.69,89.74,37.25,51.85,57.69,76.68,57.05,46.97,77.8,50.31,100.1,67.46
2025-11-04,100.14,29.23,74.29,49.66,22.56,57.42,98.12,91.5,95.86,27.27,80.15,36.61,51.7,101.47,51.09,41.92,96.56,95.25,107.23,30.9,18.98,186.23,21.08,32.47,23.44,26.31,25.85,29.42,23.57,22.89,22.48,27.1,675.24,45.73,89.94,37.23,51.91,57.69,76.89,57.17,47.01,77.93,50.39,100.26,67.38
2025-11-05,99.87,29.22,74.08,49.62,22.52,57.3,97.91,92.83,95.65,27.3,80.23,36.64,51.65,102.86,50.85,41.9,96.65,94.94,106.99,31.02,19.02,187.32,21.12,32.14,23.37,26.33,25.75,29.36,23.6,22.78,22.42,26.83,677.58,45.67,88.96,37.27,51.77,57.73,76.53,56.58,46.85,77.72,50.3,100.1,67.23
2025-11-06,100.24,29.24,74.37,49.64,22.64,57.41,98.3,91.52,95.97,27.31,80.26,36.67,51.73,101.36,51.19,42.1,96.7,95.31,107.23,30.96,19.04,186.0,21.03,32.42,23.46,26.35,25.85,29.48,23.6,22.94,22.51,27.07,670.31,45.75,89.76,37.3,51.98,57.51,77.06,57.08,47.06,78.02,50.39,100.27,67.47
2025-11-07,100.2,29.28,74.33,49.62,22.64,57.43,98.16,91.83,96.02,27.32,80.33,36.7,51.7,101.69,51.01,42.13,96.76,95.4,107.22,31.01,19.05,187.56,21.38,32.35,23.45,26.35,25.85,29.44,23.63,22.84,22.51,27.0,670.97,45.74,89.57,37.33,51.91,58.53,76.77,56.97,47.09,77.93,50.36,100.18,67.46
2025-11-10,100.16,29.37,74.31,49.64,22.64,57.46,98.13,92.6,96.24,27.41,80.6,36.83,51.7,102.56,51.07,42.15,97.09,95.29,107.27,31.18,19.16,188.64,21.32,32.34,23.44,26.44,25.84,29.44,23.71,22.87,22.5,27.0,681.44,45.78,89.55,37.44,51.94,58.3,76.85,56.94,47.02,77.94,50.4,100.35,67.58
2025-11-11,100.46,29.41,74.52,49.71,22.68,57.62,98.52,91.92,96.46,27.45,80.69,36.88,51.79,101.96,51.38,42.27,97.26,95.65,107.54,31.18,19.16,189.73,21.55,32.49,23.5,26.47,25.91,29.56,23.74,23.03,22.55,27.12,683.0,45.91,89.96,37.49,52.11,58.83,77.33,57.19,47.18,78.22,50.52,100.58,67.78
2025-11-12,100.42,29.39,74.49,49.71,22.65,57.53,98.45,91.41,96.5,27.41,80.53,36.8,51.79,101.38,51.29,42.31,97.03,95.51,107.37,31.13,19.14,190.18,21.37,32.53,23.49,26.43,25.9,29.52,23.69,22.98,22.52,27.17,683.38,45.88,90.12,37.43,52.05,58.33,77.18,57.29,47.17,78.11,50.45,100.41,67.78
2025-11-13,100.12,29.21,74.27,49.59,22.71,57.46,98.1,89.02,96.03,27.26,80.2,36.66,51.69,98.64,50.89,42.29,96.6,95.16,107.19,30.84,18.93,188.03,21.14,32.31,23.43,26.32,25.83,29.41,23.59,22.8,22.47,26.98,672.04,45.76,89.38,37.26,51.88,57.75,76.57,56.89,47.01,77.84,50.37,100.31,67.53
2025-11-14,100.0,29.21,74.16,49.46,22.6,57.35,97.88,88.49,95.97,27.23,80.22,36.67,51.63,98.1,50.67,42.18,96.63,95.07,106.97,30.89,18.93,187.34,21.2,32.16,23.4,26.33,25.79,29.35,23.59,22.7,22.44,26.84,671.93,45.69,88.87,37.27,51.77,57.83,76.23,56.6,46.96,77.69,50.27,100.16,67.47
2025-11-17,100.02,29.13,74.2,49.5,22.58,57.42,97.95,88.09,95.99,27.11,80.09,36.61,51.64,97.65,50.73,42.04,96.46,95.01,107.09,30.64,18.8,184.88,21.05,32.23,23.39,26.31,25.81,29.35,23.56,22.71,22.45,26.9,665.67,45.75,89.09,37.21,51.8,57.47,76.34,56.75,46.95,77.72,50.34,100.33,67.51
2025-11-18,100.08,29.14,74.26,49.5,22.5,57.54,98.01,88.13,95.96,27.16,80.11,36.6,51.64,97.6,50.73,41.95,96.41,95.06,107.21,30.62,18.74,184.99,21.15,32.2,23.42,26.3,25.82,29.37,23.56,22.72,22.46,26.89,660.08,45.8,89.06,37.21,51.82,57.74,76.32,56.71,46.99,77.77,50.39,100.43,67.48
2025-11-19,100.08,29.16,74.23,49.45,22.37,57.48,97.97,88.25,96.12,27.19,80.15,36.64,51.56,97.73,50.7,41.66,96.49,95.08,107.05,30.49,18.73,184.43,20.99,32.18,23.42,26.3,25.81,29.37,23.56,22.71,22.45,26.85,662.63,45.73,88.88,37.23,51.83,57.18,76.33,56.65,46.98,77.74,50.33,100.37,67.54
2025-11-20,100.2,29.16,74.34,49.46,22.32,57.52,98.1,86.48,95.89,27.18,80.1,36.62,51.58,95.81,50.79,41.62,96.47,95.19,107.12,30.31,18.57,182.18,20.92,32.28,23.45,26.29,25.84,29.4,23.55,22.74,22.48,26.96,652.53,45.77,89.23,37.22,51.88,57.02,76.43,56.85,47.01,77.86,50.39,100.41,67.43
2025-11-21,100.44,29.25,74.52,49.56,22.37,57.54,98.36,86.73,96.15,27.29,80.37,36.73,51.63,95.87,50.98,41.76,96.76,95.49,107.16,30.47,18.68,185.76,21.21,32.36,23.5,26.39,25.91,29.48,23.63,22.83,22.55,27.01,659.03,45.77,89.5,37.34,52.02,57.88,76.73,56.99,47.16,78.07,50.39,100.38,67.55
2025-11-24,100.64,29.34,74.65,49.52,22.4,57.58,98.67,88.46,96.35,27.37,80.59,36.81,51.66,97.89,51.35,41.78,97.04,95.64,107.2,30.59,18.66,186.53,21.23,32.54,23.55,26.46,25.96,29.58,23.7,22.99,22.57,27.16,668.73,45.81,90.01,37.44,52.16,58.2,77.25,57.27,47.25,78.32,50.42,100.53,67.71
2025-11-25,100.8,29.51,74.82,49.65,22.52,57.61,98.89,88.83,96.6,27.55,80.87,36.96,51.75,98.55,51.49,42.01,97.42,95.92,107.25,30.77,18.84,189.18,21.39,32.63,23.6,26.55,26.02,29.66,23.78,23.08,22.63,27.23,675.02,45.81,90.24,37.56,52.29,58.47,77.52,57.46,47.34,78.51,50.42,100.53,67.81
2025-11-26,100.96,29.55,74.9,49.67,22.53,57.7,99.12,89.89,96.7,27.58,80.95,37.0,51.78,99.57,51.77,42.13,97.57,95.98,107.4,30.92,18.93,190.5,21.5,32.73,23.62,26.58,26.05,29.73,23.82,23.19,22.65,27.34,679.68,45.9,90.64,37.61,52.42,58.73,77.94,57.66,47.4,78.68,50.54,100.69,67.92
2025-11-28,100.82,29.43,74.78,49.65,22.56,57.65,99.02,90.57,96.73,27.57,80.99,37.02,51.76,100.35,51.62,42.1,97.65,95.77,107.43,30.95,18.96,191.53,21.57,32.61,23.58,26.58,26.02,29.69,23.82,23.14,22.61,27.22,683.39,45.92,90.21,37.64,52.35,58.99,77.72,57.4,47.31,78.59,50.52,100.6,67.93
2025-12-01,100.06,29.37,74.25,49.39,22.44,57.42,98.24,89.98,96.02,27.4,80.47,36.76,51.62,99.47,50.97,41.96,96.96,95.08,106.87,30.65,18.78,190.22,21.34,32.15,23.42,26.43,25.81,29.44,23.65,22.84,22.46,26.81,680.27,45.64,88.77,37.36,51.94,58.37,76.7,56.55,47.0,77.95,50.25,100.18,67.36
2025-12-02,100.19,29.46,74.32,49.41,22.46,57.38,98.26,89.68,96.42,27.47,80.62,36.83,51.65,99.0,50.99,42.08,97.11,95.25,106.81,30.83,18.88,190.04,21.28,32.17,23.45,26.45,25.85,29.47,23.69,22.85,22.5,26.85,681.53,45.63,88.81,37.41,51.96,58.24,76.74,56.6,47.09,78.0,50.22,100.12,67.61
2025-12-03,100.38,29.5,74.43,49.44,22.55,57.39,98.44,90.0,96.54,27.5,80.69,36.87,51.65,99.49,51.15,42.2,97.26,95.43,106.87,30.88,18.94,191.49,21.3,32.25,23.48,26.48,25.88,29.53,23.72,22.9,22.53,26.91,683.89,45.64,89.06,37.48,52.07,58.29,76.98,56.74,47.15,78.16,50.22,100.25,67.74
2025-12-04,100.14,29.48,74.29,49.39,22.48,57.4,98.37,90.68,96.46,27.49,80.75,36.88,51.59,100.3,51.02,42.1,97.29,95.16,106.86,30.79,18.86,191.55,21.25,32.09,23.44,26.51,25.83,29.47,23.72,22.86,22.49,26.78,684.39,45.65,88.58,37.48,51.98,58.06,76.8,56.46,47.05,78.04,50.21,100.17,67.63
2025-12-05,100.03,29.43,74.2,49.32,22.51,57.38,98.22,90.65,96.33,27.47,80.75,36.89,51.55,100.0,50.95,42.04,97.29,95.14,106.91,30.87,18.91,192.0,21.22,31.94,23.41,26.5,25.8,29.45,23.73,22.83,22.48,26.66,685.69,45.65,88.17,37.48,51.94,57.92,76.67,56.22,47.03,77.95,50.23,100.12,67.53
2025-12-08,99.87,29.39,74.09,49.2,22.44,57.33,98.06,90.74,95.93,27.41,80.55,36.81,51.47,100.17,50.81,41.88,97.08,94.9,106.85,30.87,18.92,190.85,21.09,31.86,23.36,26.45,25.76,29.4,23.67,22.76,22.43,26.58,683.63,45.62,87.88,37.4,51.86,57.37,76.49,56.03,46.94,77.83,50.19,100.07,67.29
2025-12-09,99.78,29.38,74.04,49.24,22.41,57.34,97.91,90.8,95.85,27.38,80.46,36.77,51.46,100.23,50.78,41.82,96.94,94.82,106.79,30.87,18.97,190.49,20.97,31.87,23.35,26.41,25.74,29.38,23.65,22.74,22.42,26.59,683.04,45.59,87.97,37.35,51.81,57.16,76.4,56.06,46.9,77.75,50.19,100.06,67.25
